Date,QQQ,XLP,GLD,BTC-USD,UUP,Fed_Rate,CPI_Inflation,Unemployment_Rate,Fed_Rising,CPI_Rising,Unemp_Rising,QQQ_Target_RVOL_3M,XLP_Target_RVOL_3M,GLD_Target_RVOL_3M,BTC-USD_Target_RVOL_3M,UUP_Target_RVOL_3M
2015-07-06,2605588492.073786,266841938.7543633,542162640.2629191,25367033.333333332,60862884.28777059,0.13,0.15863197801873063,5.2,1,1,0,41.69319040621199,29.965792195746154,4.756781619918273,-10.850143744327701,-100.52965748775877
2015-07-07,2699104751.3739448,278950722.125335,561276181.3426427,25627947.61904762,61809065.88582538,0.13,0.15863197801873063,5.2,1,1,0,40.814848180743226,30.361705263824245,4.355750706146867,-12.87076606456103,-100.28531169710251
2015-07-08,2753723087.1459236,287310404.8405602,572438233.8770186,26038761.904761903,61400678.00588153,0.13,0.15863197801873063,5.2,1,1,0,39.42397171719197,29.789549408002216,4.559445684341856,-14.866783412429834,-100.14837715488754
2015-07-09,2740504685.4507084,289676690.40890646,563060138.2092794,27200495.23809524,61142848.30065228,0.13,0.15863197801873063,5.2,1,1,0,37.5849670635324,28.919368538994025,5.586175740587789,-17.30349533372084,-99.28866755692684
2015-07-10,2780932330.439141,290555289.2315819,558227817.3448472,31294495.23809524,61036709.69633375,0.13,0.15863197801873063,5.2,1,1,0,35.752307599844926,28.698433706804746,6.503889689947509,-22.54206995916067,-97.10348654861056
2015-07-13,2775328141.641126,291510399.14129347,564677309.382593,33581933.333333336,60830337.097921826,0.13,0.15863197801873063,5.2,1,1,0,34.231862072717675,28.424594164048933,6.561048039995782,-28.152825822857686,-97.3639791118064
2015-07-14,2733561939.1651335,290762530.80905735,551016271.0242136,34001700.0,57505247.46411642,0.13,0.15863197801873063,5.2,1,1,0,32.80994091821229,28.413669871605634,7.453687054987658,-33.807367092596856,-95.61635846147327
2015-07-15,2794005530.4738727,292735167.7312397,577964569.6545919,33329061.904761903,56633336.998349145,0.13,0.15863197801873063,5.2,1,1,0,31.384406361904013,28.882294121890872,7.940682189610568,-38.79976603472096,-93.63628705782546
2015-07-16,2829390217.316473,282599859.68041193,567161726.404172,33596880.952380955,55532244.49616387,0.13,0.15863197801873063,5.2,1,1,0,30.157180278745688,30.66059541354299,8.354670241176123,-43.353852418289634,-90.9454846498508
2015-07-17,2799853403.784107,275956817.86014014,599877517.0768374,33435509.523809522,53327674.76889292,0.13,0.15863197801873063,5.2,1,1,0,29.444363577796178,32.80875228175596,8.805370306386022,-44.47293584147886,-87.40704546627634
2015-07-20,2798157283.0721173,271837729.042907,653880718.8512893,33375800.0,54057462.73917244,0.13,0.15863197801873063,5.2,1,1,0,28.78847135116837,34.322702914048975,9.774650237325185,-43.760880317036815,-84.26306437556578
2015-07-21,2882780890.325492,275069111.8035998,675475218.3946882,33625238.0952381,52520494.48768071,0.13,0.15863197801873063,5.2,1,1,0,27.06755833008834,35.182050760013446,9.145757385854223,-42.230909578272225,-82.63608386913862
2015-07-22,2970681449.046144,277138969.9519021,692828422.9775565,33829100.0,52279286.76627931,0.13,0.15863197801873063,5.2,1,1,0,24.87995958359515,35.569125095168275,8.145619296821922,-41.01387899888269,-82.2301137437343
2015-07-23,3020838560.8093624,273527503.6243257,705587606.0955956,33885595.23809524,54937477.257892065,0.13,0.15863197801873063,5.2,1,1,0,22.103357375849914,34.820074171961195,6.050882901848869,-39.218228825657036,-83.38293509874741
2015-07-24,3082908387.812442,280067859.612256,748091389.5360674,34888752.38095238,53098202.50419435,0.13,0.15863197801873063,5.2,1,1,0,18.255328100932893,33.21316823182089,2.4553169446438927,-38.441541710093375,-85.71581412650559
2015-07-27,3102054349.4274683,289073637.1524811,777926287.0241075,35679633.333333336,57474838.17733583,0.13,0.15863197801873063,5.2,1,1,0,14.70877166523579,31.905162021694025,-1.479093223223762,-37.559767309698216,-88.86705016446608
2015-07-28,3027308677.9417853,290991335.3250958,774339951.4597212,35237285.71428572,55738634.94481586,0.13,0.15863197801873063,5.2,1,1,0,13.486038806616984,31.776043229422932,-5.488202164520591,-36.83099853032299,-91.10122301235364
2015-07-29,2994440009.424373,284900573.7777528,760213449.1275969,34291514.28571428,49862618.65323385,0.13,0.15863197801873063,5.2,1,0,0,13.286367024355277,32.369413959211194,-8.629368083651809,-35.27527188710714,-90.74668783684189
2015-07-30,3018775183.253261,285695506.3763573,769731743.5499282,34034657.14285714,49818450.565301806,0.13,0.15863197801873063,5.2,1,0,0,13.3588293601656,32.07579068237013,-11.968925214828324,-33.19591039141061,-90.64284166423964
2015-07-31,3030175324.1914296,284810556.2825884,782726782.3042734,34133571.428571425,47987553.13640776,0.13,0.15863197801873063,5.2,1,0,0,14.174161594694112,31.546638667033655,-13.590895267144925,-29.626208613416377,-88.88590337232378
2015-08-03,3055571978.3231463,285368978.83674985,779789892.3240662,34249776.190476194,46510737.11200896,0.13,0.15863197801873063,5.2,1,0,0,13.968759380010003,30.28284554642017,-14.793388055560493,-25.004146450102468,-85.35911566892405
2015-08-04,3048842032.551502,280473487.78503054,773157298.252033,32952342.85714286,45578403.58594259,0.13,0.15863197801873063,5.2,1,0,0,12.569108320620748,28.49657498659829,-14.773990820262586,-18.261742117316505,-82.02568495062897
2015-08-05,2981907680.382356,259385143.41051012,750249742.4499148,32536647.61904762,43362215.73537191,0.13,0.15863197801873063,5.2,1,0,0,10.83465127551583,28.132195016036537,-14.410437085956156,-9.910436465477677,-80.42287066905425
2015-08-06,3001347224.0521383,253200139.39659482,739550701.3294401,31670547.61904762,43927036.19708107,0.13,0.15863197801873063,5.2,1,0,0,9.038567532890323,29.403125708545076,-13.10228240956583,2.310241802020024,-78.05007586866043
2015-08-07,3014580793.418812,251026398.4034947,741315617.7767799,31774528.57142857,42556541.36523292,0.13,0.15863197801873063,5.2,1,0,0,7.203464233851522,31.032616699316844,-12.207200951030273,17.97808217978094,-75.14713039530541
2015-08-10,2995012023.7883067,247746499.71140906,751895155.199287,27993071.42857143,42146044.03047107,0.13,0.15863197801873063,5.2,1,0,0,5.713923989843167,33.376051289139646,-11.294910715091,36.828877116550835,-71.46181626756939
2015-08-11,3045806184.2483883,245340087.13529676,749826190.6667436,26249261.904761903,45573885.45860109,0.13,0.15863197801873063,5.2,1,0,0,3.5432761837877025,36.132569171703885,-10.19416110265696,55.954057242723934,-67.83990438461363
2015-08-12,3142870404.2674837,248001162.35596794,787535221.1694263,26158223.80952381,47671764.36836606,0.13,0.15863197801873063,5.2,1,0,0,1.6438803974381968,36.596530062270574,-11.00420830687728,73.33058488316716,-64.56815019006521
2015-08-13,3113107669.712648,246219859.49786958,763052718.2598659,26167695.23809524,47762302.82815298,0.13,0.15863197801873063,5.2,1,0,0,1.0241451097792138,36.67377736864887,-12.04236111156349,86.92335227525567,-60.5959832360571
2015-08-14,3053308887.8118606,247656844.9531192,756709962.6767839,25101438.095238097,50639148.51854415,0.13,0.15863197801873063,5.2,1,0,0,0.8487654682383173,36.274392310955115,-13.145824098007637,97.96252569988148,-52.594795820480535
2015-08-17,2977824522.033619,247867982.27480933,709266598.3664377,24816985.714285713,50336052.136294045,0.13,0.15863197801873063,5.2,1,0,0,1.411834184726329,35.55620323897972,-13.48584483130388,105.25067839686574,-43.92278214128298
2015-08-18,2912952522.1242995,245612447.76602244,651006186.8705386,25742500.0,48345802.419744216,0.13,0.15863197801873063,5.2,1,0,0,3.757976651769198,35.06801673231214,-14.70681840728092,109.3119523512192,-34.52030709310394
2015-08-19,2941174718.2061696,251092971.90077645,634586604.5646304,27549095.23809524,46844720.031066164,0.13,0.15863197801873063,5.2,1,0,0,6.406542398712437,35.08443540711242,-14.606646147004389,111.3839973534269,-23.732663391412366
2015-08-20,3036952532.183293,262514116.63458687,658915909.572129,28162676.19047619,48321158.91387576,0.13,0.15863197801873063,5.2,1,0,0,7.796069228951156,34.05374622642919,-14.900859955752745,112.28100049853086,-12.651646155263148
2015-08-21,3350516725.6971087,294580787.0037079,703854408.1526983,28383747.61904762,50211607.75601523,0.13,0.15863197801873063,5.2,1,0,0,7.2346556001846185,31.29741104179879,-16.43723613759823,111.34336925159592,-7.266710680067325
2015-08-24,3853084550.583721,390074008.8298071,742583887.2580029,29432380.95238095,54020638.60687074,0.13,0.15863197801873063,5.2,1,0,0,3.244831478880086,22.471624234797304,-19.4271570293188,109.0543253509899,-4.933898656047482
2015-08-25,4002638358.257875,431681088.05195034,741051497.5438073,30884628.57142857,51494504.70423926,0.13,0.15863197801873063,5.2,1,0,0,-2.9656338803049254,10.18335040003256,-21.677603614593885,106.38984314112072,-2.2948160932416353
2015-08-26,4310456574.968029,456949265.02138776,768963551.6747248,31187219.04761905,54280582.75568826,0.13,0.15863197801873063,5.2,1,0,0,-11.70583555207631,-3.977937494699792,-24.59926570767022,104.7237668245973,-2.054989097231553
2015-08-27,4501785800.132824,479326345.82265216,782397356.3167753,31055447.61904762,61598169.64467367,0.13,0.15863197801873063,5.2,0,0,0,-20.87085174198946,-18.283967548567993,-27.65100490025069,103.2545880636953,-4.483166366233524
2015-08-28,4608310299.453481,481518883.765811,788494898.6626035,31517390.476190478,60494390.597516015,0.13,0.15863197801873063,5.2,0,0,0,-29.41666040479282,-30.49990715328493,-29.46898570017641,101.44675648251686,-6.898853019670821
2015-08-31,4681045854.803866,492326622.1196856,778556106.4042954,31378419.04761905,60308387.69547599,0.13,0.15863197801873063,5.2,0,0,0,-36.36721164347841,-37.39437816183475,-31.155567083941452,100.84488510019564,-8.560536010490589
2015-09-01,4883507921.272459,505618270.71614945,797868891.3464137,31335614.285714287,59969102.03830174,0.14,-0.22475875193775918,5.0,1,0,0,-43.41313656765971,-42.25014752285888,-33.7687737723488,100.959715498867,-10.953035366283574
2015-09-02,4976002886.731138,511657151.0051909,803058350.5472093,31185695.23809524,59801771.744155884,0.14,-0.22475875193775918,5.0,1,0,0,-48.415842935131955,-45.09771392686951,-35.50573855034601,101.31498844567601,-11.928765318149633
2015-09-03,5038123470.608121,515032145.77084494,798204900.9344192,31059695.23809524,61078592.086128965,0.14,-0.22475875193775918,5.0,1,0,0,-52.58365302089457,-47.47184931681879,-36.94499501944558,101.23646757325238,-10.977149034278462
2015-09-04,5055362902.6207695,518280696.63071406,799380171.6385615,31163042.85714286,60226842.268852964,0.14,-0.22475875193775918,5.0,1,0,0,-55.72763285314056,-50.47878694129556,-38.031728219795426,99.65286148983505,-10.004250117802725
2015-09-07,5131671550.652822,523401591.11295426,798051269.2426772,30149109.523809522,59218016.02825891,0.14,-0.22475875193775918,5.0,1,0,0,-57.43320267002251,-52.15696149853854,-38.53315155574826,95.22205722405701,-7.14827984227726
2015-09-08,5198704150.212896,524656941.63576764,799014587.9438854,30430052.38095238,58187135.89434851,0.14,-0.22475875193775918,5.0,1,0,0,-57.45959357807074,-52.62849143935873,-37.74955209740609,88.96737521234704,-4.541190400063949
2015-09-09,5239091153.598822,527254629.78070575,823218421.0869199,30344423.80952381,54545182.80395326,0.14,-0.22475875193775918,5.0,1,0,0,-57.33283694668531,-53.67103240336574,-38.28952973639139,81.81126645238378,-1.406756172961413
2015-09-10,5255678860.065932,537474733.5041227,803221141.4659773,30077761.904761903,52971569.84003158,0.14,-0.22475875193775918,5.0,1,0,0,-57.340856282223356,-54.83950673481204,-38.4148244875629,75.0425153606875,2.331636247049517
2015-09-11,5281587223.727308,537286487.2873397,799332664.029294,29674866.666666668,51935758.088357106,0.14,-0.22475875193775918,5.0,1,0,0,-57.01261849576192,-53.98851676509857,-38.5112855301543,70.31654091357308,6.5655660135240455
2015-09-14,5285745531.191617,538250788.8060979,793368090.8971151,29384704.76190476,47390851.86273484,0.14,-0.22475875193775918,5.0,1,0,0,-56.62120764162781,-53.414518581837044,-38.20612796002964,67.01552437775281,7.337110172561592
2015-09-15,5322336975.063324,541688056.2048231,778586940.2913048,29268509.523809522,47294809.73888579,0.14,-0.22475875193775918,5.0,1,0,0,-55.86057776206295,-52.93605926205455,-38.231944967146134,66.24024163330165,6.064573748957144
2015-09-16,5401731799.398368,552271390.1027316,784726512.7916245,28220747.61904762,47622466.48452395,0.14,-0.22475875193775918,5.0,1,0,0,-55.067615928883455,-51.388714156822196,-36.6131957896592,68.33837495263744,3.8462705238920245
2015-09-17,5460351160.101537,558240235.941569,791745363.3776346,26223900.0,48346361.74807776,0.14,-0.22475875193775918,5.0,1,0,0,-53.89049618679462,-49.303165080987895,-35.010388409510185,72.43869261432546,0.4112084833168936
2015-09-18,5413106142.737471,554498173.0094182,761083168.4320359,25650909.523809522,46390802.37703778,0.14,-0.22475875193775918,5.0,1,0,0,-52.413427827341266,-47.06432524484476,-32.89688480708803,77.63895829438358,-3.5595454124742445
2015-09-21,5139412515.613447,531046646.55303955,708646553.6327543,25484480.95238095,41391484.24718948,0.14,-0.22475875193775918,5.0,1,0,0,-49.764931351029546,-43.753942554898536,-28.741652572088764,83.75286774761878,-3.899329772183757
2015-09-22,4703506730.608659,435941281.9066729,640005692.8454808,23855366.666666668,38520328.64039285,0.14,-0.22475875193775918,5.0,1,0,0,-45.22257683495711,-36.04791667380617,-22.498509423010823,90.78047197141974,-1.2640762832444057
